236,CDFH3301062007000005,영업/정상,777-3434,서울특별시 중구 충무로1가 25-5번지 고려대연락타워 지하2층 ,,바디플렉스짐
237,CDFH3301062005000002,영업/정상,2288-3114,서울특별시 중구 남대문로5가 541번지 지하1층 ,,웰리스
238,CDFH3301062020000005,영업/정상,02-2233-5129,서울특별시 중구 신당동 48-1번지 ,04585,마인PT & 필라테스 신당청구점
239,CDFH3301062020000006,영업/정상,,서울특별시 중구 충무로2가 60-3번지 성창빌딩 ,04537,더블에스 휘트니스
240,CDFH3301062020000001,영업/정상,02-365-1712,서울특별시 중구 중림동 200번지 중림동 삼성 사이버 빌리지 ,04502,올록볼록 PT Studio
241,CDFH3301062020000003,영업/정상,,서울특별시 중구 흥인동 13-1번지 ,04570,(주)머슬컴퍼니 머슬프렌즈짐
242,CDFH3301062020000004,영업/정상,,서울특별시 중구 서소문동 85-3번지 현지번(서소문동 143) ,04514,서울시청역점 스포애니 (주)케이디스포츠
243,CDFH3301062020000002,영업/정상,,서울특별시 중구 신당동 52-228번지 준빌딩 ,04585,엘케이(LK)바디짐
244,CDFH3301062019000004,영업/정상,02-6348-1842,서울특별시 중구 신당동 226-3번지 ,04612,피엘유
245,CDFH3301062019000001,영업/정상,,서울특별시 중구 태평로1가 84번지 파이낸스빌딩 ,04520,시그마스포츠클럽
246,CDFH3301062018000004,영업/정상,,서울특별시 중구 태평로2가 150번지 부영 태평빌딩 ,04513,주식회사 태평로 바디스타
247,CDFH3301062020000005,영업/정상,02-796-4623,서울특별시 용산구 한남동 630-9번지 THE VIII(갈2:20) ,04402,TIM GYM
248,CDFH3301062020000006,영업/정상,02-749-8181,서울특별시 용산구 이태원동 124-1번지 준아트빌 ,04349,에이블짐 이태원역점
249,CDFH3301062020000001,영업/정상,,"서울특별시 용산구 동빙고동 7-48번지 뉴포트, 5층 ",04393,Sanctuary
250,CDFH3301062020000003,영업/정상,,서울특별시 용산구 한남동 258번지 현대리버티하우스 ,04420,F45 트레이닝 한남
251,CDFH3301062020000002,영업/정상,02-792-1031,서울특별시 용산구 남영동 61-4번지 3층 ,04352,망고짐
252,CDFH3301062019000007,영업/정상,,서울특별시 용산구 청파동2가 67-6번지 지층 ,04309,오아핏
253,CDFH3301062019000005,영업/정상,,서울특별시 용산구 한남동 736-8번지 3층 ,04404,ONE MORE
254,CDFH3301062019000004,영업/정상,02-797-4252,서울특별시 용산구 한남동 261-6번지 4층 402호 ,04419,바나나휘트니스24
255,CDFH3301062019000006,영업/정상,,서울특별시 용산구 남영동 17-1번지 참빛빌딩 지하1층 ,04352,스포벡휘트니스
256,CDFH3301062019000003,영업/정상,02-790-4293,서울특별시 용산구 한남동 707-36번지 한남프라자 4층 ,04418,진핏퍼스널트레이닝
257,CDFH3301062019000002,영업/정상,02-749-8487,서울특별시 용산구 한남동 790-3번지 1층 ,04417,짐나우 퍼스널트레이닝
258,CDFH3301062019000001,영업/정상,02-704-4766,서울특별시 용산구 효창동 5-121번지 지하2층 ,04317,라온휘트니스
259,CDFH3301062015000003,영업/정상,02-792-1710,서울특별시 용산구 한남동 568-241번지 나성빌딩 101호,04411,시크모어 웰니스 스튜디오
260,CDFH3301062016000005,영업/정상,,서울특별시 용산구 한남동 1-42번지 3층 ,04420,랜스앤제이 퍼스널 트레이닝 스튜디오
261,CDFH3301062016000006,영업/정상,02-749-2260,서울특별시 용산구 한남동 72-1번지 ,04419,유즈웰(USEWELL)
262,CDFH3301062016000007,영업/정상,02-792-8281,서울특별시 용산구 보광동 217-21번지 ,04394,제이짐
263,CDFH3301062017000002,영업/정상,02-790-2244,서울특별시 용산구 이촌동 302-61번지 ,04427,더블에이 이촌
264,CDFH3301062017000003,영업/정상,02-749-9880,서울특별시 용산구 서빙고동 241-94번지 ,04428,피트 트레이닝센터
265,CDFH3301062017000004,영업/정상,02-2138-7011,서울특별시 용산구 한남동 33-4번지 ,04419,파프짐
266,CDFH3301062017000005,영업/정상,02-714-8880,서울특별시 용산구 서계동 260-1번지 ,04305,만리 체육관
267,CDFH3301062017000006,영업/정상,02-794-7300,서울특별시 용산구 이촌동 300-16번지 (주)서울스튜디오 ,04426,찰스짐
268,CDFH3301062018000002,영업/정상,02-794-8281,서울특별시 용산구 동빙고동 28-15번지 1층 ,04395,빅짐
269,CDFH3301062018000003,영업/정상,02-797-7665,서울특별시 용산구 이촌동 300-322번지 201호,04426,후핏
270,CDFH3301062018000004,영업/정상,02-795-0117,서울특별시 용산구 한남동 258번지 현대리버티하우스 ,04420,스포짐 앤 이엠파워
271,CDFH3301062018000005,영업/정상,02-790-8770,서울특별시 용산구 한남동 76-42번지 남한빌딩 ,04401,판크 트레이닝클럽
272,CDFH3301062013000005,영업/정상,,서울특별시 용산구 한남동 657-45번지 ,04401,Fit In Cool
273,CDFH3301062013000006,영업/정상,02-703-8378,서울특별시 용산구 원효로1가 39-6번지 ,04314,팀레드
274,CDFH3301062013000007,영업/정상,02-790-7175,서울특별시 용산구 이촌동 300-27번지 307호,04427,분더바 짐(Wunderbar GYM)
275,CDFH3301062013000009,영업/정상,,서울특별시 용산구 이태원동 646-204번지 ,04343,Fit Club
276,CDFH3301062014000001,영업/정상,02-796-7978,서울특별시 용산구 한남동 261-6번지 ,04419,바나나필라 피티
277,CDFH3301062014000002,영업/정상,02-792-4362,서울특별시 용산구 보광동 216-88번지 ,04395,Beautiful Evolution
278,CDFH3301062014000003,영업/정상,02-797-0324,서울특별시 용산구 용산동5가 24-1번지 ,04385,에스퍼스널트레이닝
279,CDFH3301062014000004,영업/정상,02-727-5000,서울특별시 용산구 동자동 12번지 ,04323,PENTACLE
280,CDFH3301062014000005,영업/정상,02-796-9600,서울특별시 용산구 한남동 1-307번지 ,04420,레브트레이닝
281,CDFH3301062015000001,영업/정상,02-795-7203,서울특별시 용산구 갈월동 101-45번지 ,04322,스포벡
282,CDFH3301062015000002,영업/정상,070-4794-6591,서울특별시 용산구 이촌동 300-301번지 삼익아파트 ,04426,와가짐
283,CDFH3301062016000004,영업/정상,02-711-4013,서울특별시 용산구 원효로1가 39-10번지 ,04314,칼라퍼스널트레이닝
284,CDFH3301062012000003,영업/정상,02-795-4698,서울특별시 용산구 한남동 740-1번지 ,04348,프라이빗 웰니스
285,CDFH3301062013000001,영업/정상,070-4530-4566,서울특별시 용산구 한남동 79-3번지 ,04410,H 스튜디오
286,CDFH3301062013000004,영업/정상,02-749-9994,서울특별시 용산구 이촌동 302-52번지 ,04427,반트짐
287,CDFH3301062006000003,영업/정상,02-792-0002,서울특별시 용산구 한강로3가 40-713번지 4층 ,04378,드래곤힐스파휘트니스클럽
288,CDFH3301062007000001,영업/정상,02-705-0022,서울특별시 용산구 한강로3가 16-85번지 GS한강에클라트 ,04373,GOTO 용산점
289,CDFH3301061994000003,영업/정상,02-777-3579,서울특별시 용산구 용산동2가 23번지 ,04339,AK운동맞춤센터
290,CDFH3301061991000002,폐업,797-3402,서울특별시 용산구 이태원동 130-34번지 지하2층 ,04391,용헬스클럽
291,CDFH3301062010000002,폐업,,서울특별시 용산구 이태원동 651번지 ,04343,Studio-X-Fitness
292,CDFH3301062017000001,폐업,070-7630-1531,서울특별시 용산구 원효로2가 2-3번지 ,04368,좋은습관 피티 스튜디오
293,CDFH3301062018000001,폐업,02-792-1030,서울특별시 용산구 남영동 61-6번지 ,04352,에이본 휘트니스
294,CDFH3301062013000008,폐업,790-0801,서울특별시 용산구 한남동 76-42번지 ,04401,리복 크로스핏 센티널 원Ⅱ
295,CDFH3301062014000006,폐업,792-2102,서울특별시 용산구 한남동 683-141번지 ,140892,gymin korea
296,CDFH3301062016000001,폐업,,서울특별시 용산구 갈월동 69-109번지 ,04320,패스트앤슬로우 컨설팅그룹
297,CDFH3301062016000003,폐업,,서울특별시 용산구 원효로1가 39-10번지 ,04314,칼라퍼스널 트레이닝
298,CDFH3301062012000004,폐업,,서울특별시 용산구 갈월동 89-14번지 ,140807,ACE휘트니스
299,CDFH3301062013000002,폐업,,서울특별시 용산구 남영동 65-3번지 ,04352,라이더훌라스포츠센타
300,CDFH3301062013000003,폐업,,서울특별시 용산구 한남동 261-6번지 ,140884,코어짐(core gym)3호점
